"ODD";"INDICATEUR_DEVDUR";"UNIT_MEASURE";"UNIT_MULT";"OBS_STATUS";"GEO";"GEO_OBJECT";"DEVDUR_COMPOSITE";"SEX";"AGE";"EMPSTA";"PCS";"TYPE_INDICATEUR_DEVDUR";"TIME_PERIOD";"OBS_VALUE"
"ODD12";"12.i6b";"PT";"0";"A";"F_X_D976";"FRANCE";"ECOCIRC_PILIER4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;21
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2008;69.4
"ODD11";"11.i2a";"HA";"0";"A";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2012;4730068
"ODD14";"14.i6b";"_Z";"0";"A";"F";"FRANCE";"DOCSTRA_NIV0";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;3
"ODD14";"14.i1a";"PT";"0";"L";"F";"FRANCE";"ETAT7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;
"ODD12";"12.i1a";"T";"6";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;780
"ODD15";"15.i6b";"IX";"0";"R";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;113
"ODD14";"14.i1b";"PT";"0";"L";"F";"FRANCE";"ETAT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;
"ODD15";"15.i5a";"KM2";"0";"A";"DOM_COMER";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;25703
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2000;63.6
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T24";"_Z";"_Z";"I_ODD-NIR";2020;28.9
"ODD12";"12.i4a";"T";"6";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;424
"ODD11";"11.i2a";"HA";"0";"A";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2011;4675308
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1999;68.5
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1987;52.4
"ODD12";"12.i3";"KG";"0";"L";"F";"FRANCE";"ALIM_ETAP2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;
"ODD14";"14.i3b";"T";"3";"A";"FM";"FRANCE";"MER_FACADE2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;6
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2011;60.7
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT17";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD12";"12.i5c";"T";"6";"L";"F";"FRANCE";"MAT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD12";"12.i2c";"EUR_KG";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;2.4
"ODD14";"14.i1b";"PT";"0";"L";"F";"FRANCE";"ETAT6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;
"ODD14";"14.i3b";"T";"3";"A";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;16
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1980;53.3
"ODD11";"11.i3a";"T";"3";"A";"F";"FRANCE";"TRAIT1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;241
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;11536
"ODD12";"12.i2c";"EUR_KG";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;2.6
"ODD11";"11.i3a";"T";"3";"B";"F";"FRANCE";"TRAIT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;8145
"ODD14";"14.i6b";"_Z";"0";"A";"F";"FRANCE";"DOCSTRA_NIV1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;1
"ODD15";"15.i6a";"IX";"0";"A";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;57
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2005;59.5
"ODD12";"12.i5b";"T";"6";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;48
"ODD14";"14.i1a";"PT";"0";"A";"F";"FRANCE";"ETAT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;25.8
"ODD14";"14.i3b";"T";"3";"A";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;15.2
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"HABIT_TYP1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;46
"ODD11";"11.i4a";"PT";"0";"A";"F";"FRANCE";"URBA1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;0.88
"ODD12";"12.i3";"KG";"0";"L";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T49";"_Z";"_Z";"I_ODD-NIR";2021;81.9
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2009;8.328617
"ODD12";"12.i5c";"T";"6";"L";"F";"FRANCE";"MAT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;
"ODD17";"17.i4a";"PT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2017;58.6
"ODD14";"14.i1a";"PT";"0";"L";"F";"FRANCE";"ETAT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1992;6.602259
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT15";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD15";"15.i5a";"KM2";"0";"A";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;7732
"ODD17";"17.i4a";"PT";"0";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2011;
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1986;6.02335
"ODD14";"14.i6a";"_Z";"0";"A";"FM";"FRANCE";"DOCSTRA_NIV0";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;0
"ODD11";"11.i3a";"T";"3";"L";"F";"FRANCE";"TRAIT2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD15";"15.i5a";"KM2";"0";"A";"DOM_COMER";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;33172
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT17";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD12";"12.i1c";"EUR_KG";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;3.3
"ODD17";"17.i3";"PT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2010;86.3
"ODD12";"12.i1b";"T";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;12.1
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;10078
"ODD14";"14.i1b";"PT";"0";"L";"F";"FRANCE";"ETAT6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1979;80.2
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1980;80
"ODD11";"11.i2a";"HA";"0";"A";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1997;3895329
"ODD12";"12.i5b";"T";"6";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;
"ODD12";"12.i5c";"T";"6";"A";"F";"FRANCE";"MAT_TYP7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;9.4
"ODD14";"14.i1a";"PT";"0";"L";"F";"FRANCE";"ETAT7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD14";"14.i6b";"_Z";"0";"A";"F";"FRANCE";"DOCSTRA_NIV1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;0
"ODD14";"14.i3a";"T";"3";"A";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;75.6
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;6533
"ODD14";"14.i7";"PT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;1.9
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y50T64";"_Z";"_Z";"I_ODD-NIR";2019;63.8
"ODD11";"11.i3a";"T";"3";"L";"F";"FRANCE";"TRAIT2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT17";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;
"ODD14";"14.i6a";"_Z";"0";"A";"FM";"FRANCE";"DOCSTRA_NIV0";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;0
"ODD14";"14.i3b";"T";"3";"A";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;4.6
"ODD7";"7.i2b";"PT";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;17.3
"ODD15";"15.i6b";"IX";"0";"A";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;106
"ODD12";"12.i1b";"T";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;11.8
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1984;5.855686
"ODD12";"12.i1a";"T";"6";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD12";"12.i5c";"T";"6";"A";"F";"FRANCE";"MAT_TYP6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;6.8
"ODD14";"14.i3b";"T";"3";"L";"FM";"FRANCE";"MER_FACADE2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD12";"12.i3";"KG";"0";"L";"F";"FRANCE";"ALIM_ETAP5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2017;68.6
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1996;61.7
"ODD12";"12.i1c";"EUR_KG";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;2.9
"ODD11";"11.i4b";"uGM3";"0";"A";"F";"FRANCE";"URBA3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;18.6
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2022;70.8
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1986;52.5
"ODD14";"14.i3a";"T";"3";"A";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;149.4
"ODD12";"12.i3";"KG";"0";"L";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD12";"12.i6b";"PT";"0";"A";"F_X_D976";"FRANCE";"ECOCIRC_PILIER4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;22
"ODD12";"12.i5c";"T";"6";"A";"F";"FRANCE";"MAT_TYP7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;8.5
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2001;7.4902
"ODD15";"15.i6a";"IX";"0";"A";"FM";"FRANCE";"HABIT_TYP2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;81
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2006;64.1
"ODD12";"12.i6b";"PT";"0";"A";"F_X_D976";"FRANCE";"ECOCIRC_PILIER1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;45
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;9298
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1985;61.9
"ODD12";"12.i1c";"EUR_KG";"0";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD14";"14.i1a";"PT";"0";"L";"F";"FRANCE";"ETAT8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1975;81.7
"ODD14";"14.i1b";"PT";"0";"L";"F";"FRANCE";"ETAT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1983;52.3
"ODD15";"15.i3b";"HA";"0";"L";"DOM";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD15";"15.i7b";"_Z";"0";"L";"DOM_COMER";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;
"ODD12";"12.i5c";"T";"6";"L";"F";"FRANCE";"MAT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;8343
"ODD13";"13.i4b";"TCO2E";"6";"A";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2005;144.755066
"ODD13";"13.i4b";"TCO2E";"6";"A";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1996;138.058507
"ODD6";"6.i2a";"PT";"0";"L";"F";"FRANCE";"ETAT1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;
"ODD6";"6.i2d";"PT";"0";"L";"F";"FRANCE";"ETAT6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;
"ODD10";"10.i2a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD-NIR";2007;4.2
"ODD13";"13.i3a";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2016;687.552006
"ODD13";"13.i4b";"TCO2E";"6";"A";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1995;135.976765
"ODD6";"6.i2c";"PT";"0";"L";"F";"FRANCE";"ETAT6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;
"ODD10";"10.i2a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD-NIR";1998;4
"ODD6";"6.i5";"M3";"6";"A";"FM";"FRANCE";"EAU_UTIL4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;5358
"ODD12";"12.i2b";"T";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;14.3
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y50T64";"_Z";"_Z";"I_ODD-NIR";2022;66
"ODD12";"12.i1b";"T";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;10.8
"ODD12";"12.i1b";"T";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;11.6
"ODD11";"11.i4a";"PT";"0";"A";"F";"FRANCE";"URBA2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;0
"ODD14";"14.i3a";"T";"3";"A";"FM";"FRANCE";"MER_FACADE2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;294.8
"ODD15";"15.i6a";"IX";"0";"L";"FM";"FRANCE";"HABIT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1999;56.5
"ODD11";"11.i3a";"T";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;34316
"ODD14";"14.i1a";"PT";"0";"B";"F";"FRANCE";"ETAT8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;41.5
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;68
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"HABIT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;62
"ODD15";"15.i6a";"IX";"0";"A";"FM";"FRANCE";"HABIT_TYP2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;93
"ODD12";"12.i1a";"T";"6";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;759.9
"ODD14";"14.i1a";"PT";"0";"B";"F";"FRANCE";"ETAT6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;4.3
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;11291
"ODD12";"12.i6b";"PT";"0";"A";"F_X_D976";"FRANCE";"ECOCIRC_PILIER3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;13
"ODD14";"14.i1b";"PT";"0";"L";"F";"FRANCE";"ETAT8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2021;67.3
"ODD11";"11.i3a";"T";"3";"L";"F";"FRANCE";"TRAIT1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y50T64";"_Z";"_Z";"I_ODD-NIR";2016;61.5
"ODD12";"12.i2a";"T";"6";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;901.9
"ODD15";"15.i3b";"HA";"0";"A";"DOM";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;1172713
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1991;53.7
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2000;57.7
"ODD11";"11.i2a";"HA";"0";"L";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD11";"11.i3a";"T";"3";"B";"F";"FRANCE";"TRAIT2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;6516
"ODD11";"11.i3a";"T";"3";"E";"F";"FRANCE";"TRAIT3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;9690
"ODD11";"11.i2a";"HA";"0";"A";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2014;4841765
"ODD12";"12.i3";"KG";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;129
"ODD17";"17.i3";"PT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2020;114.8
"ODD11";"11.i3a";"T";"3";"R";"F";"FRANCE";"TRAIT4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;8973
"ODD14";"14.i4";"_Z";"0";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT15";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2014;67.4
"ODD11";"11.i2a";"HA";"0";"A";"FM";"FRANCE";"S_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";1983;3168651
"ODD14";"14.i3a";"T";"3";"L";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD12";"12.i1c";"EUR_KG";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;2.8
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1994;54.1
"ODD14";"14.i6a";"_Z";"0";"A";"FM";"FRANCE";"DOCSTRA_NIV0";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;0
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2017;9.107198
"ODD15";"15.i1";"PT";"0";"L";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD12";"12.i2c";"EUR_KG";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;2.4
"ODD14";"14.i3b";"T";"3";"A";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;3.5
"ODD12";"12.i2a";"T";"6";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;969.9
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT16";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD15";"15.i2";"PT";"0";"L";"FM";"FRANCE";"ETAT18";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;
"ODD15";"15.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;30.6
"ODD15";"15.i7b";"_Z";"0";"A";"DOM_COMER";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;60
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T24";"_Z";"_Z";"I_ODD-NIR";2017;29.2
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";1992;61.7
"ODD15";"15.i5a";"KM2";"0";"L";"FM";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;70
"ODD14";"14.i3a";"T";"3";"L";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;73
"ODD12";"12.i5c";"T";"6";"L";"F";"FRANCE";"MAT_TYP7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD12";"12.i5c";"T";"6";"A";"F";"FRANCE";"MAT_TYP7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;7.2
"ODD12";"12.i5c";"T";"6";"L";"F";"FRANCE";"MAT_TYP3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;
"ODD15";"15.i6a";"IX";"0";"R";"FM";"FRANCE";"HABIT_TYP1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;47
"ODD12";"12.i6b";"PT";"0";"L";"F_X_D976";"FRANCE";"ECOCIRC_PILIER4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;
"ODD15";"15.i7b";"_Z";"0";"L";"DOM_COMER";"OTHER";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T49";"_Z";"_Z";"I_ODD-NIR";2011;81.6
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T64";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD11";"11.i3a";"T";"3";"L";"F";"FRANCE";"TRAIT5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD11";"11.i2a";"PT";"0";"A";"FM";"FRANCE";"P_ART";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2019;9.289446
"ODD7";"7.i2b";"PT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2014;14.4
"ODD12";"12.i1c";"EUR_KG";"0";"R";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;2.9
