"ODD";"INDICATEUR_DEVDUR";"UNIT_MEASURE";"UNIT_MULT";"OBS_STATUS";"GEO";"GEO_OBJECT";"DEVDUR_COMPOSITE";"SEX";"AGE";"EMPSTA";"PCS";"TYPE_INDICATEUR_DEVDUR";"TIME_PERIOD";"OBS_VALUE"
"ODD2";"2.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2014;7.2
"ODD8";"8.i8";"PT";"0";"R";"F";"FRANCE";"EMP_AIDE5";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2022;0.7
"ODD17";"17.i2b";"_Z";"0";"A";"F";"FRANCE";"APD_CAD120-130";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;167.9
"ODD8";"8.i6";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"_Z";"_Z";"_Z";"I_ODD";2013;29
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y_GE50";"_Z";"_Z";"I_ODD";2018;5.9
"ODD8";"8.i8";"PT";"0";"R";"F";"FRANCE";"EMP_AIDE4";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2013;3.4
"ODD10";"10.i1";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S40";"_T";"_T";"_Z";"_Z";"I_ODD";2015;22.4
"ODD4";"4.i3";"PT";"0";"L";"F";"FRANCE";"NUM_COMP3";"_T";"Y16T74";"_Z";"_Z";"I_ODD";2022;
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;2147.9
"ODD11";"11.i1";"PT";"0";"L";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2018;
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"88.10C";"_T";"_Z";"_Z";"_T";"I_ODD";2022;
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y_GE15";"_Z";"_Z";"I_ODD";2020;9.5
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;888.3
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;289.6
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;306.5
"ODD1";"1.i1b";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S50";"_T";"Y50T64";"_T";"_T";"I_ODD";2012;6.8
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;1012.6
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"Y18T24";"_T";"_Z";"I_ODD";2017;28.8
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"M";"Y35T44";"_T";"_Z";"I_ODD";2019;32.2
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y18T24";"_T";"_Z";"I_ODD";2023;
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y_GE75";"_Z";"_Z";"I_ODD";2018;510
"ODD5";"5.i3a";"_Z";"0";"L";"FM";"FRANCE";"_Z";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2023;
"ODD5";"5.i5a";"PT";"0";"A";"F";"FRANCE";"_Z";"F";"_T";"_Z";"_Z";"I_ODD";2020;26.6
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y15T29";"_Z";"_Z";"I_ODD";2015;97.6
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"02.40";"_T";"_Z";"_Z";"_T";"I_ODD";2017;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y50T64";"_T";"_T";"I_ODD";2017;11.1
"ODD17";"17.i2b";"_Z";"0";"A";"F";"FRANCE";"APD_CAD310-520";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;442.3
"ODD4";"4.i1c";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"Y15";"_Z";"_Z";"I_ODD";2024;
"ODD2";"2.i2f";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2016;
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y18T24";"_Z";"_Z";"I_ODD";2010;831
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y35T44";"_T";"_Z";"I_ODD";2011;
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"ROUTE_TYP1";"_T";"_T";"_Z";"_Z";"I_ODD";2015;298
"ODD5";"5.i2";"PT";"0";"A";"F";"FRANCE";"_T";"F";"_T";"_Z";"_Z";"I_ODD";2015;46.8
"ODD10";"10.i2d";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2020;3.28
"ODD3";"3.i7b";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S20";"_T";"Y_GE16";"_Z";"_Z";"I_ODD";2022;
"ODD11";"11.i1";"PT";"0";"L";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2016;
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"_T";"Y18T64";"_Z";"_Z";"I_ODD";2014;
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T24";"_Z";"_Z";"I_ODD";2017;12.6
"ODD9";"9.i6b";"XDC";"6";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;14310.1
"ODD17";"17.i2b";"_Z";"0";"A";"F";"FRANCE";"APD_CAD310-520";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;373.2
